"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Kansas","Ford",2021,178,175,3,0,0,0,0,80,27,12,0,0,0,0,0,178
"Kansas","Johnson",2021,181,140,39,2,0,0,0,112,62,40,0,0,100,0,81,0
"Kansas","Leavenworth",2021,179,169,8,2,0,0,0,126,49,35,0,0,179,0,0,0
"Kansas","Neosho",2021,181,135,46,0,0,0,0,80,59,40,0,0,91,0,89,1
"Kansas","Sedgwick",2021,181,138,42,1,0,0,0,112,61,41,0,7,117,0,53,4
"Kansas","Shawnee",2021,181,137,44,0,0,0,0,93,64,42,0,0,108,0,73,0
"Kansas","Sherman",2021,171,167,4,0,0,0,0,61,31,11,0,0,0,0,0,171
"Kansas","Sumner",2021,181,137,44,0,0,0,0,93,60,40,0,0,78,0,99,4
"Kansas","Trego",2021,181,153,28,0,0,0,0,84,54,41,0,0,146,0,32,3
"Kansas","Wyandotte",2021,182,123,56,3,0,0,0,119,68,43,1,2,76,0,102,1
"Kentucky","Bell",2021,180,132,47,1,0,0,0,102,62,43,0,0,68,0,112,0
"Kentucky","Boone",2021,244,225,19,0,0,0,0,90,49,39,0,0,244,0,0,0
"Kentucky","Boyd",2021,181,146,35,0,0,0,0,74,58,38,0,1,82,0,93,5
"Kentucky","Bullitt",2021,237,212,24,1,0,0,0,143,51,37,0,0,237,0,0,0
"Kentucky","Campbell",2021,300,244,55,1,0,0,0,101,61,38,0,0,204,0,96,0
"Kentucky","Carter",2021,144,130,14,0,0,0,0,84,50,38,0,0,115,0,29,0
"Kentucky","Christian",2021,181,142,39,0,0,0,0,87,60,42,0,0,82,0,99,0
"Kentucky","Daviess",2021,181,143,38,0,0,0,0,93,63,41,0,0,90,0,91,0
"Kentucky","Edmonson",2021,273,253,20,0,0,0,0,74,49,37,4,0,269,0,0,0
"Kentucky","Fayette",2021,186,144,42,0,0,0,0,97,61,42,0,1,84,0,96,5
"Kentucky","Greenup",2021,181,178,3,0,0,0,0,54,46,32,0,0,120,61,0,0
"Kentucky","Hancock",2021,121,108,13,0,0,0,0,90,51,39,0,0,121,0,0,0
"Kentucky","Hardin",2021,181,145,36,0,0,0,0,93,60,40,0,0,103,0,78,0
"Kentucky","Henderson",2021,181,166,14,1,0,0,0,103,40,1,0,0,0,181,0,0
"Kentucky","Jefferson",2021,182,110,70,2,0,0,0,126,70,47,1,4,79,0,98,0
"Kentucky","Jessamine",2021,179,171,8,0,0,0,0,100,47,35,0,0,122,57,0,0
"Kentucky","Livingston",2021,120,108,12,0,0,0,0,93,51,41,0,0,120,0,0,0
"Kentucky","McCracken",2021,186,154,31,1,0,0,0,105,57,38,0,1,84,0,96,5
"Kentucky","Morgan",2021,236,222,14,0,0,0,0,71,49,38,0,0,236,0,0,0
"Kentucky","Oldham",2021,244,216,27,1,0,0,0,105,54,39,0,0,244,0,0,0
"Kentucky","Perry",2021,181,157,24,0,0,0,0,77,53,38,0,0,81,0,100,0
"Kentucky","Pike",2021,181,165,16,0,0,0,0,70,50,38,0,0,93,0,88,0
"Kentucky","Pulaski",2021,177,148,29,0,0,0,0,78,56,40,0,0,92,0,85,0
"Kentucky","Simpson",2021,121,105,16,0,0,0,0,87,54,40,0,0,121,0,0,0
"Kentucky","Trigg",2021,224,209,15,0,0,0,0,74,49,37,0,0,224,0,0,0
"Kentucky","Warren",2021,181,144,37,0,0,0,0,85,61,40,0,0,83,0,98,0
"Kentucky","Washington",2021,242,223,19,0,0,0,0,87,49,38,0,0,242,0,0,0
"Louisiana","Ascension",2021,297,279,16,1,1,0,0,159,45,31,0,7,290,0,0,0
"Louisiana","Bossier",2021,304,220,84,0,0,0,0,87,62,41,0,0,121,0,179,4
"Louisiana","Caddo",2021,304,280,24,0,0,0,0,93,48,35,0,0,277,0,27,0
"Louisiana","Calcasieu",2021,304,209,94,0,1,0,0,156,61,44,0,0,116,1,187,0
"Louisiana","East Baton Rouge",2021,305,260,42,2,1,0,0,159,54,38,1,2,197,0,105,0
"Louisiana","Iberville",2021,304,261,40,3,0,0,0,129,58,38,0,0,290,0,14,0
"Louisiana","Jefferson",2021,294,270,22,2,0,0,0,105,49,36,0,1,211,0,82,0
"Louisiana","Lafayette",2021,304,257,47,0,0,0,0,87,54,37,0,0,187,0,116,1
"Louisiana","Lafourche",2021,286,226,60,0,0,0,0,84,54,40,0,0,121,0,165,0
"Louisiana","Livingston",2021,287,225,61,1,0,0,0,133,58,41,0,5,121,0,161,0
"Louisiana","Orleans",2021,296,285,11,0,0,0,0,65,40,25,2,87,0,0,195,12
"Louisiana","Ouachita",2021,288,275,13,0,0,0,0,87,46,34,0,0,271,0,17,0
"Louisiana","Pointe Coupee",2021,304,293,11,0,0,0,0,100,44,32,0,0,304,0,0,0
"Louisiana","Rapides",2021,61,61,0,0,0,0,0,49,38,25,0,0,0,0,61,0
"Louisiana","St. Bernard",2021,298,248,49,1,0,0,0,106,56,40,0,0,158,25,111,4
"Louisiana","St. Charles",2021,284,279,5,0,0,0,0,65,20,3,0,0,0,284,0,0
"Louisiana","St. James",2021,277,272,5,0,0,0,0,67,42,29,0,0,277,0,0,0
"Louisiana","St. John the Baptist",2021,278,269,8,1,0,0,0,108,45,32,0,0,278,0,0,0
"Louisiana","St. Martin",2021,300,287,13,0,0,0,0,87,48,34,0,0,300,0,0,0
"Louisiana","St. Tammany",2021,291,266,25,0,0,0,0,71,47,33,0,0,193,0,98,0
"Louisiana","Tangipahoa",2021,56,53,3,0,0,0,0,59,43,27,0,0,0,0,56,0
"Louisiana","Terrebonne",2021,55,54,1,0,0,0,0,54,38,25,0,0,0,0,55,0
"Louisiana","West Baton Rouge",2021,301,277,21,3,0,0,0,150,49,35,0,4,219,1,77,0
"Maine","Androscoggin",2021,297,276,21,0,0,0,0,94,46,31,0,0,163,0,131,3
"Maine","Aroostook",2021,273,252,19,1,1,0,0,174,49,34,0,0,176,0,76,21
"Maine","Cumberland",2021,305,278,24,3,0,0,0,129,49,36,1,5,264,0,31,4
"Maine","Hancock",2021,305,276,26,3,0,0,0,133,50,38,2,0,288,0,15,0
"Maine","Kennebec",2021,228,218,9,1,0,0,0,125,46,33,0,0,211,0,17,0
"Maine","Knox",2021,211,192,17,2,0,0,0,119,50,35,0,0,211,0,0,0
"Maine","Oxford",2021,304,283,20,1,0,0,0,113,46,33,0,0,209,0,95,0
"Maine","Penobscot",2021,304,281,23,0,0,0,0,100,48,33,0,0,205,0,97,2
"Maine","Washington",2021,302,293,9,0,0,0,0,90,44,35,0,0,302,0,0,0
"Maine","York",2021,240,217,20,3,0,0,0,129,50,37,0,0,240,0,0,0
"Maryland","Anne Arundel",2021,302,262,39,1,0,0,0,101,61,36,0,0,240,54,0,8
"Maryland","Baltimore",2021,304,227,67,10,0,0,0,140,74,43,0,10,243,0,51,0
"Maryland","Baltimore (City)",2021,279,227,52,0,0,0,0,93,61,40,0,37,133,0,103,6
"Maryland","Calvert",2021,193,175,17,1,0,0,0,105,50,39,0,0,193,0,0,0
"Maryland","Carroll",2021,212,177,34,1,0,0,0,112,54,41,0,0,212,0,0,0
"Maryland","Cecil",2021,301,230,67,4,0,0,0,118,67,40,0,0,206,0,95,0
"Maryland","Charles",2021,211,184,26,1,0,0,0,105,54,39,0,0,211,0,0,0
"Maryland","Dorchester",2021,273,226,46,1,0,0,0,105,61,41,0,0,235,0,38,0
"Maryland","Frederick",2021,213,176,36,1,0,0,0,126,61,42,0,0,213,0,0,0
"Maryland","Garrett",2021,274,240,34,0,0,0,0,91,53,39,1,0,243,0,30,0
"Maryland","Harford",2021,304,220,75,9,0,0,0,122,74,43,0,0,210,0,94,0
"Maryland","Howard",2021,274,247,27,0,0,0,0,81,50,30,1,139,0,0,134,0
"Maryland","Kent",2021,269,221,47,1,0,0,0,108,58,40,0,0,200,0,69,0
"Maryland","Montgomery",2021,304,248,53,3,0,0,0,119,61,40,0,0,226,0,78,0
"Maryland","Prince George's",2021,304,239,60,5,0,0,0,129,67,41,0,1,270,0,33,0
"Maryland","Washington",2021,302,233,68,1,0,0,0,115,64,41,0,0,211,0,91,0
"Massachusetts","Barnstable",2021,239,214,22,3,0,0,0,126,51,38,0,0,239,0,0,0
"Massachusetts","Berkshire",2021,243,193,49,1,0,0,0,103,56,38,0,0,148,0,95,0
"Massachusetts","Bristol",2021,243,209,32,2,0,0,0,147,60,39,0,0,205,0,38,0
"Massachusetts","Dukes",2021,234,214,20,0,0,0,0,100,50,38,0,0,234,0,0,0
"Massachusetts","Essex",2021,243,205,37,1,0,0,0,129,54,37,0,0,186,0,57,0
"Massachusetts","Franklin",2021,243,203,40,0,0,0,0,98,54,37,0,0,137,0,106,0
"Massachusetts","Hampden",2021,243,186,55,2,0,0,0,116,63,40,0,2,130,0,111,0
"Massachusetts","Hampshire",2021,243,218,25,0,0,0,0,95,51,35,0,1,168,0,74,0
"Massachusetts","Middlesex",2021,243,221,20,1,1,0,0,153,50,36,0,9,169,0,65,0
"Massachusetts","Norfolk",2021,243,208,32,3,0,0,0,133,58,37,0,0,186,0,57,0
"Massachusetts","Plymouth",2021,243,199,42,2,0,0,0,112,54,38,0,0,172,0,71,0
"Massachusetts","Suffolk",2021,244,199,42,3,0,0,0,145,58,37,1,28,105,0,110,0
"Massachusetts","Worcester",2021,243,190,50,3,0,0,0,125,58,41,0,3,127,0,112,1
"Michigan","Allegan",2021,300,232,58,10,0,0,0,136,71,39,0,0,230,0,70,0
"Michigan","Bay",2021,181,166,15,0,0,0,0,72,48,20,0,0,0,0,181,0
"Michigan","Benzie",2021,251,222,29,0,0,0,0,100,51,36,0,0,251,0,0,0
"Michigan","Berrien",2021,250,209,38,3,0,0,0,129,67,40,0,0,250,0,0,0
"Michigan","Cass",2021,265,235,29,1,0,0,0,112,54,40,0,0,265,0,0,0
"Michigan","Clinton",2021,239,217,22,0,0,0,0,100,50,37,0,0,239,0,0,0
"Michigan","Genesee",2021,304,254,47,3,0,0,0,119,55,39,0,0,237,0,67,0
"Michigan","Huron",2021,246,221,23,2,0,0,0,101,51,37,0,0,246,0,0,0
"Michigan","Ingham",2021,302,245,57,0,0,0,0,97,61,38,0,3,234,0,65,0
"Michigan","Kalamazoo",2021,287,227,60,0,0,0,0,100,61,39,0,0,201,0,86,0
"Michigan","Kent",2021,304,230,71,3,0,0,0,143,67,40,0,6,239,0,59,0
"Michigan","Lenawee",2021,293,240,53,0,0,0,0,93,58,40,0,0,214,0,79,0
"Michigan","Macomb",2021,304,221,80,3,0,0,0,115,67,41,0,0,229,0,75,0
"Michigan","Manistee",2021,250,205,42,3,0,0,0,115,58,38,0,0,245,0,5,0
"Michigan","Mason",2021,243,206,34,3,0,0,0,115,54,38,0,0,243,0,0,0
"Michigan","Missaukee",2021,302,260,41,1,0,0,0,136,53,38,0,0,247,0,55,0
"Michigan","Monroe",2021,51,49,2,0,0,0,0,66,44,19,0,0,0,0,0,51
"Michigan","Muskegon",2021,265,209,48,8,0,0,0,129,71,40,0,0,265,0,0,0
"Michigan","Oakland",2021,276,233,42,1,0,0,0,101,61,38,0,0,258,0,18,0
"Michigan","Ottawa",2021,304,222,78,4,0,0,0,108,67,41,0,0,221,0,83,0
"Michigan","Schoolcraft",2021,302,268,30,4,0,0,0,134,51,37,0,0,253,0,49,0
"Michigan","St. Clair",2021,304,222,74,8,0,0,0,140,71,40,0,0,221,12,71,0
"Michigan","Tuscola",2021,237,211,25,1,0,0,0,101,54,37,0,0,237,0,0,0
"Michigan","Washtenaw",2021,303,244,59,0,0,0,0,100,60,39,0,0,247,0,56,0
"Michigan","Wayne",2021,304,185,116,3,0,0,0,108,77,45,0,9,174,1,119,1
"Michigan","Wexford",2021,241,216,24,1,0,0,0,105,51,37,0,0,241,0,0,0
"Minnesota","Anoka",2021,182,135,45,2,0,0,0,101,71,40,1,1,136,0,43,1
"Minnesota","Becker",2021,177,128,49,0,0,0,0,97,66,44,0,0,48,0,129,0
"Minnesota","Beltrami",2021,87,78,9,0,0,0,0,78,55,25,0,0,0,0,87,0
"Minnesota","Carlton",2021,181,166,15,0,0,0,0,100,48,33,0,0,109,0,72,0
"Minnesota","Cass",2021,77,57,18,2,0,0,0,145,59,43,0,0,0,0,77,0
"Minnesota","Cook",2021,151,149,2,0,0,0,0,57,23,8,0,0,0,0,151,0
"Minnesota","Crow Wing",2021,178,155,23,0,0,0,0,93,54,36,0,0,105,0,73,0
"Minnesota","Dakota",2021,182,152,30,0,0,0,0,85,57,31,1,22,0,1,158,0
"Minnesota","Goodhue",2021,115,97,18,0,0,0,0,90,64,39,0,0,115,0,0,0
"Minnesota","Hennepin",2021,182,123,59,0,0,0,0,95,64,40,1,7,68,0,84,22
"Minnesota","Lake",2021,177,172,5,0,0,0,0,71,46,33,0,0,115,0,62,0
"Minnesota","Lyon",2021,180,146,34,0,0,0,0,97,62,38,0,0,107,0,73,0
"Minnesota","Mille Lacs",2021,122,110,12,0,0,0,0,71,50,38,0,0,122,0,0,0
"Minnesota","Olmsted",2021,181,142,39,0,0,0,0,93,63,40,0,0,120,0,61,0
"Minnesota","Ramsey",2021,181,148,33,0,0,0,0,94,60,29,0,0,0,0,158,23
"Minnesota","Saint Louis",2021,270,246,24,0,0,0,0,84,49,36,0,0,229,0,33,8
"Minnesota","Scott",2021,181,141,40,0,0,0,0,90,64,38,0,0,138,0,43,0
"Minnesota","Stearns",2021,181,146,35,0,0,0,0,95,63,38,0,0,100,0,81,0
"Minnesota","Washington",2021,166,152,13,1,0,0,0,119,49,31,0,0,106,60,0,0
"Minnesota","Wright",2021,181,129,52,0,0,0,0,100,71,41,0,0,109,0,72,0
"Mississippi","Bolivar",2021,207,172,35,0,0,0,0,90,55,40,0,0,117,0,90,0
"Mississippi","DeSoto",2021,211,166,44,1,0,0,0,136,61,40,0,0,99,0,112,0
"Mississippi","Forrest",2021,212,180,32,0,0,0,0,92,53,37,0,0,0,0,212,0
"Mississippi","Hancock",2021,212,183,29,0,0,0,0,77,51,37,0,0,98,0,114,0
"Mississippi","Harrison",2021,212,182,30,0,0,0,0,85,53,39,0,0,97,0,115,0
"Mississippi","Hinds",2021,213,159,54,0,0,0,0,71,57,43,1,0,66,0,146,0
"Mississippi","Jackson",2021,212,179,33,0,0,0,0,84,54,39,0,0,116,0,96,0
"Mississippi","Lauderdale",2021,153,152,1,0,0,0,0,54,44,31,0,0,153,0,0,0
"Mississippi","Lee",2021,151,142,9,0,0,0,0,64,46,39,0,0,151,0,0,0
"Mississippi","Yalobusha",2021,237,232,5,0,0,0,0,61,45,33,0,0,237,0,0,0
"Missouri","Andrew",2021,214,195,19,0,0,0,0,90,50,40,0,0,214,0,0,0
"Missouri","Boone",2021,214,202,12,0,0,0,0,77,47,38,0,0,214,0,0,0
"Missouri","Buchanan",2021,273,211,60,2,0,0,0,109,58,35,0,0,0,0,200,73
"Missouri","Callaway",2021,214,198,16,0,0,0,0,80,48,40,0,0,214,0,0,0
"Missouri","Cass",2021,273,222,50,1,0,0,0,108,58,40,0,0,171,0,102,0
"Missouri","Cedar",2021,273,222,51,0,0,0,0,86,56,39,0,0,158,0,115,0
"Missouri","Clay",2021,261,207,50,4,0,0,0,129,64,42,0,0,202,0,59,0
"Missouri","Clinton",2021,214,192,22,0,0,0,0,97,51,40,0,0,214,0,0,0
"Missouri","Franklin",2021,181,176,5,0,0,0,0,94,20,1,0,0,0,181,0,0
"Missouri","Greene",2021,273,237,36,0,0,0,0,84,54,40,0,0,184,0,66,23
"Missouri","Iron",2021,273,264,7,2,0,0,0,114,37,10,0,0,0,273,0,0
"Missouri","Jackson",2021,274,173,97,4,0,0,0,147,66,45,1,18,0,0,204,51
"Missouri","Jasper",2021,268,223,45,0,0,0,0,93,56,40,0,0,193,0,0,75
"Missouri","Jefferson",2021,273,213,55,4,1,0,0,161,64,40,0,0,160,2,109,2
"Missouri","Lincoln",2021,213,194,19,0,0,0,0,93,50,39,0,0,213,0,0,0
"Missouri","Monroe",2021,273,267,6,0,0,0,0,71,45,34,0,0,272,0,0,1
"Missouri","New Madrid",2021,181,33,32,67,49,0,0,200,175,118,0,0,0,181,0,0
"Missouri","Perry",2021,213,182,29,2,0,0,0,122,54,40,0,0,213,0,0,0
"Missouri","Saint Charles",2021,273,237,34,2,0,0,0,119,54,39,0,0,211,62,0,0
"Missouri","Saint Louis",2021,273,218,52,3,0,0,0,126,59,41,0,11,177,1,84,0
"Missouri","Sainte Genevieve",2021,214,196,18,0,0,0,0,100,50,40,0,0,214,0,0,0
"Missouri","St. Louis City",2021,274,157,110,6,1,0,0,187,71,48,1,4,92,0,164,13
"Montana","Cascade",2021,181,175,6,0,0,0,0,63,29,18,0,0,0,0,181,0
"Montana","Fergus",2021,181,173,8,0,0,0,0,61,47,41,0,0,173,0,7,1
"Montana","Flathead",2021,273,247,26,0,0,0,0,71,50,37,0,0,221,0,17,35
"Montana","Gallatin",2021,273,220,47,6,0,0,0,140,67,30,6,20,0,0,247,0
"Montana","Lewis and Clark",2021,182,163,19,0,0,0,0,67,51,43,1,0,153,0,28,0
"Montana","Lincoln",2021,181,108,71,2,0,0,0,119,70,42,0,0,0,0,177,4
"Montana","Missoula",2021,181,114,65,2,0,0,0,104,75,46,0,0,80,0,101,0
"Montana","Phillips",2021,181,175,5,1,0,0,0,122,44,36,0,0,163,0,15,3
"Montana","Powder River",2021,178,155,23,0,0,0,0,88,56,40,0,0,144,0,25,9
"Montana","Ravalli",2021,170,166,4,0,0,0,0,56,33,16,0,0,0,0,170,0
"Montana","Richland",2021,180,168,12,0,0,0,0,92,49,38,0,0,164,0,14,2
"Montana","Rosebud",2021,167,157,10,0,0,0,0,74,48,38,0,0,152,0,11,4
"Montana","Sanders",2021,179,164,15,0,0,0,0,87,47,29,0,0,0,0,161,18
"Montana","Silver Bow",2021,181,172,8,1,0,0,0,103,43,20,0,0,0,0,126,55
"Montana","Yellowstone",2021,179,163,16,0,0,0,0,67,48,22,0,0,0,27,152,0
"Nebraska","Cass",2021,294,291,3,0,0,0,0,58,36,19,0,0,0,0,0,294
"Nebraska","Douglas",2021,274,190,79,5,0,0,0,150,65,43,1,0,176,8,84,5
"Nebraska","Gage",2021,130,62,67,1,0,0,0,115,64,51,0,0,0,0,130,0
"Nebraska","Hall",2021,300,257,41,2,0,0,0,134,54,27,0,0,0,0,300,0
"Nebraska","Knox",2021,238,199,34,5,0,0,0,112,67,40,0,0,238,0,0,0
"Nebraska","Lancaster",2021,201,189,12,0,0,0,0,84,48,37,0,0,176,2,23,0
"Nebraska","Sarpy",2021,251,201,48,2,0,0,0,120,60,33,0,0,0,0,251,0
"Nebraska","Scotts Bluff",2021,273,256,17,0,0,0,0,80,43,17,0,0,0,0,273,0
"Nebraska","Washington",2021,82,68,13,1,0,0,0,125,58,29,0,0,0,0,82,0
"Nevada","Carson City",2021,181,170,11,0,0,0,0,71,46,40,0,0,173,0,8,0
"Nevada","Churchill",2021,179,153,26,0,0,0,0,87,54,44,0,0,179,0,0,0
"Nevada","Clark",2021,213,64,130,19,0,0,0,118,99,61,1,3,162,0,39,8
"Nevada","Douglas",2021,181,176,5,0,0,0,0,63,33,15,0,0,0,0,181,0
"Nevada","Elko",2021,181,180,1,0,0,0,0,58,27,12,0,0,0,0,0,181
"Nevada","Lyon",2021,88,81,7,0,0,0,0,74,50,41,0,0,88,0,0,0
"Nevada","Nye",2021,181,168,13,0,0,0,0,91,42,20,0,0,0,0,0,181
"Nevada","Washoe",2021,253,131,91,12,16,3,0,291,110,50,0,5,185,0,61,2
"Nevada","White Pine",2021,269,189,78,2,0,0,0,133,67,46,0,0,269,0,0,0
"New Hampshire","Belknap",2021,181,168,13,0,0,0,0,84,47,35,0,0,116,0,65,0
"New Hampshire","Cheshire",2021,180,153,27,0,0,0,0,90,54,38,0,0,123,0,57,0
"New Hampshire","Coos",2021,181,161,20,0,0,0,0,80,51,43,0,0,181,0,0,0
"New Hampshire","Grafton",2021,241,227,14,0,0,0,0,93,47,36,0,0,218,0,23,0
"New Hampshire","Hillsborough",2021,182,162,20,0,0,0,0,97,51,39,1,0,173,0,8,0
"New Hampshire","Merrimack",2021,181,157,22,2,0,0,0,101,58,36,0,0,119,62,0,0
"New Hampshire","Rockingham",2021,182,160,21,1,0,0,0,115,52,40,1,0,158,0,23,0
"New Jersey","Atlantic",2021,180,162,18,0,0,0,0,93,51,36,0,0,147,1,32,0
"New Jersey","Bergen",2021,182,140,38,4,0,0,0,136,66,40,1,51,69,0,61,0
"New Jersey","Camden",2021,182,135,46,1,0,0,0,105,61,41,1,11,98,0,72,0
"New Jersey","Cumberland",2021,180,158,20,2,0,0,0,112,54,38,0,2,158,0,20,0
"New Jersey","Essex",2021,182,146,36,0,0,0,0,90,58,41,1,38,73,0,70,0
"New Jersey","Gloucester",2021,153,133,19,1,0,0,0,101,58,39,0,0,130,0,23,0
"New Jersey","Hudson",2021,182,148,34,0,0,0,0,100,58,38,1,38,84,0,59,0
"New Jersey","Hunterdon",2021,180,150,30,0,0,0,0,97,58,39,0,0,142,0,38,0
"New Jersey","Mercer",2021,232,181,49,2,0,0,0,122,66,41,0,0,188,0,44,0
"New Jersey","Middlesex",2021,180,145,34,1,0,0,0,129,61,39,0,11,115,0,54,0
"New Jersey","Monmouth",2021,132,121,9,2,0,0,0,129,49,36,0,0,132,0,0,0
"New Jersey","Morris",2021,181,165,16,0,0,0,0,97,49,38,0,1,176,0,4,0
"New Jersey","Ocean",2021,179,154,23,2,0,0,0,126,55,39,0,0,125,0,54,0
"New Jersey","Passaic",2021,128,116,12,0,0,0,0,80,50,40,0,0,128,0,0,0
"New Jersey","Union",2021,182,129,53,0,0,0,0,85,60,42,1,72,0,0,109,0
"New Jersey","Warren",2021,178,148,30,0,0,0,0,97,60,38,0,10,107,0,61,0
"New Mexico","Bernalillo",2021,182,48,123,10,1,0,0,152,87,57,1,0,74,0,34,73
"New Mexico","Dona Ana",2021,181,69,99,7,3,1,2,665,91,55,0,1,94,0,15,71
"New Mexico","Eddy",2021,269,157,93,19,0,0,0,150,93,48,0,2,267,0,0,0
"New Mexico","Lea",2021,181,132,49,0,0,0,0,99,62,44,0,2,142,0,37,0
"New Mexico","Luna",2021,181,162,17,1,0,0,1,466,51,22,0,0,0,0,0,181
"New Mexico","Rio Arriba",2021,178,129,49,0,0,0,0,93,64,46,0,0,178,0,0,0
"New Mexico","San Juan",2021,273,161,106,6,0,0,0,126,71,48,0,1,269,0,0,3
"New Mexico","Sandoval",2021,177,141,35,1,0,0,0,119,61,44,0,0,177,0,0,0
"New Mexico","Santa Fe",2021,181,137,43,1,0,0,0,112,58,44,0,0,165,0,16,0
"New Mexico","Taos",2021,159,153,6,0,0,0,0,69,39,21,0,0,0,0,159,0
"New Mexico","Valencia",2021,177,159,17,1,0,0,0,136,51,42,0,0,177,0,0,0
"New York","Albany",2021,273,227,44,2,0,0,0,118,55,38,0,0,184,0,89,0
"New York","Bronx",2021,274,214,52,7,1,0,0,154,72,41,1,22,151,0,100,0
"New York","Chautauqua",2021,273,230,42,1,0,0,0,105,58,39,0,0,256,2,15,0
"New York","Dutchess",2021,273,255,17,1,0,0,0,129,48,35,0,0,266,7,0,0
"New York","Erie",2021,274,213,60,1,0,0,0,101,64,40,1,10,174,1,88,0
"New York","Essex",2021,273,229,43,1,0,0,0,101,61,42,0,0,271,0,2,0
"New York","Hamilton",2021,271,256,15,0,0,0,0,100,48,35,0,0,268,3,0,0
"New York","Jefferson",2021,214,195,19,0,0,0,0,97,49,37,0,0,214,0,0,0
"New York","Kings",2021,178,162,16,0,0,0,0,79,50,30,0,0,0,0,178,0
"New York","Monroe",2021,274,218,56,0,0,0,0,100,58,39,1,1,179,0,93,0
"New York","Nassau",2021,272,251,20,1,0,0,0,118,44,22,0,0,0,10,262,0
"New York","New York",2021,274,224,43,6,1,0,0,154,65,38,1,0,182,0,91,0
"New York","Niagara",2021,268,242,25,1,0,0,0,108,50,37,0,0,268,0,0,0
"New York","Oneida",2021,255,237,17,1,0,0,0,107,43,19,0,0,0,0,255,0
"New York","Onondaga",2021,273,230,42,1,0,0,0,113,56,38,0,0,200,0,73,0
"New York","Orange",2021,272,236,35,1,0,0,0,149,54,36,0,0,216,0,56,0
"New York","Oswego",2021,268,245,23,0,0,0,0,97,49,36,0,0,268,0,0,0
"New York","Putnam",2021,272,253,18,1,0,0,0,112,48,36,0,0,266,6,0,0
"New York","Queens",2021,273,215,49,8,1,0,0,153,71,40,0,30,156,1,86,0
"New York","Richmond",2021,272,226,40,6,0,0,0,149,64,38,0,0,180,0,92,0
"New York","Rockland",2021,272,250,22,0,0,0,0,100,49,36,0,0,248,0,24,0
"New York","Saratoga",2021,219,205,14,0,0,0,0,93,49,35,0,0,219,0,0,0
"New York","St. Lawrence",2021,273,233,30,10,0,0,0,116,66,10,0,0,0,273,0,0
"New York","Steuben",2021,274,231,42,1,0,0,0,124,55,37,1,0,193,0,80,0
"New York","Suffolk",2021,274,231,32,10,1,0,0,154,77,40,1,0,239,0,34,0
"New York","Tompkins",2021,238,212,25,1,0,0,0,105,54,39,0,0,238,0,0,0
"New York","Wayne",2021,269,248,21,0,0,0,0,100,49,36,0,0,269,0,0,0
"New York","Westchester",2021,273,235,32,6,0,0,0,143,61,38,0,0,238,0,35,0
"North Carolina","Alexander",2021,184,153,31,0,0,0,0,80,54,43,0,0,184,0,0,0
"North Carolina","Avery",2021,242,214,28,0,0,0,0,74,54,41,0,0,242,0,0,0
"North Carolina","Beaufort",2021,209,209,0,0,0,0,0,29,6,0,0,0,0,209,0,0
"North Carolina","Brunswick",2021,205,201,4,0,0,0,0,67,7,0,0,0,0,205,0,0
"North Carolina","Buncombe",2021,243,217,26,0,0,0,0,77,51,36,0,0,161,0,82,0
"North Carolina","Caldwell",2021,182,158,24,0,0,0,0,77,51,42,0,0,182,0,0,0
"North Carolina","Carteret",2021,230,215,15,0,0,0,0,97,49,36,0,0,230,0,0,0
"North Carolina","Caswell",2021,189,179,10,0,0,0,0,80,48,39,0,0,183,0,0,6
"North Carolina","Catawba",2021,165,134,31,0,0,0,0,77,55,33,0,0,0,0,165,0
"North Carolina","Cumberland",2021,243,197,46,0,0,0,0,93,59,39,0,0,168,0,75,0
"North Carolina","Davidson",2021,159,130,29,0,0,0,0,75,56,34,0,0,0,0,159,0
"North Carolina","Durham",2021,243,215,28,0,0,0,0,90,51,39,0,0,161,0,82,0
"North Carolina","Edgecombe",2021,240,214,26,0,0,0,0,90,54,37,0,0,173,0,67,0
"North Carolina","Forsyth",2021,243,165,77,1,0,0,0,105,67,44,0,3,137,0,103,0
"North Carolina","Graham",2021,184,154,30,0,0,0,0,90,58,43,0,0,184,0,0,0
"North Carolina","Granville",2021,181,178,3,0,0,0,0,67,46,38,0,0,181,0,0,0
"North Carolina","Guilford",2021,243,200,43,0,0,0,0,100,58,42,0,0,174,0,66,3
"North Carolina","Haywood",2021,233,178,55,0,0,0,0,93,67,44,0,0,181,52,0,0
"North Carolina","Jackson",2021,57,52,5,0,0,0,0,70,45,26,0,0,0,0,57,0
"North Carolina","Johnston",2021,243,210,33,0,0,0,0,97,54,38,0,0,154,0,89,0
"North Carolina","Lenoir",2021,243,222,21,0,0,0,0,97,50,34,0,0,183,0,0,60
"North Carolina","Lincoln",2021,183,148,35,0,0,0,0,97,64,43,0,0,183,0,0,0
"North Carolina","Macon",2021,238,226,12,0,0,0,0,67,46,33,0,0,238,0,0,0
"North Carolina","Martin",2021,178,173,5,0,0,0,0,74,47,35,0,0,178,0,0,0
